"","match_id","team_id","team_name","id","using_opta_id","first_name","last_name","image_url","page_url","shirt","is_home_team","time_subbed_on","time_subbed_off","usual_position","position_row","role","is_captain","subbed_out","g","rating_num","rating_bgcolor","is_top_rating","is_match_finished","fantasy_score_num","fantasy_score_bgcolor","home_team_id","home_team_color","away_team_id","away_team_color","stats_fot_mob_rating","stats_minutes_played","stats_saves","stats_goals_conceded","stats_x_got_faced","stats_accurate_passes","stats_accurate_long_balls","stats_diving_save","stats_saves_inside_box","stats_acted_as_sweeper","stats_punches","stats_throws","stats_high_claim","stats_recoveries","stats_touches","stats_goals","stats_assists","stats_total_shots","stats_chances_created","stats_expected_assists_x_a","stats_passes_into_final_third","stats_accurate_crosses","stats_dispossessed","stats_tackles_won","stats_clearances","stats_headed_clearance","stats_interceptions","stats_dribbled_past","stats_ground_duels_won","stats_aerial_duels_won","stats_was_fouled","stats_fouls_committed","stats_shotmap","stats_expected_goals_x_g","stats_shot_accuracy","stats_successful_dribbles","stats_blocks","stats_corners","stats_blocked_shots","stats_expected_goals_on_target_x_got","stats_error_led_to_goal","stats_offsides","stats_own_goal","stats_clearance_off_the_line","stats_big_chance_missed","shotmap","is_starter","stats_penalties_miss","stats_saved_penalties","stats_penalties_won","stats_conceded_penalty","stats_errors_led_to_goal","stats_last_man_tackle","stats_penalty_goals_conceded","opp_rating","league","team_rating","elo_dif","page_url_2"
"1937","3978764","6454","Newcastle Jets","1122576","FALSE","Mohamed","Al-Taay","https://images.fotmob.com/image_resources/playerimages/1122576.png","/players/1122576/","14","FALSE","84","NA","2","0","Midfielder","NA","NA","NA",NA,"#989898","FALSE","TRUE",NA,"purple","8008","#004078","6454","#005090"," 0","6",NA,NA,"NA","1","0/1 (0%)",NA,NA,NA,NA,NA,NA," 1"," 3","0","0","0"," 0","NA",NA,NA," 0","NA"," 1",NA,NA,NA," 0"," 0"," 0"," 0",NA,"NA","NA",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,"NULL","FALSE",NA,NA,NA,NA,NA,NA,NA,"20.36","A-League","15.44","-4.92","/players/1122576/mohamed-al-taay"
"1938","3978764","6454","Newcastle Jets","110639","FALSE","Jason","Hoffman","https://images.fotmob.com/image_resources/playerimages/110639.png","/players/110639/","3","FALSE","84","NA","1","0","Defender","NA","NA","NA",NA,"#989898","FALSE","TRUE",NA,"purple","8008","#004078","6454","#005090"," 0","6",NA,NA,"NA","1",NA,NA,NA,NA,NA,NA,NA," 1"," 6","0","0","0"," 0","NA",NA,NA," 0","1"," 3",NA,NA,NA,"1/1 (100%)","0/1 (0%)"," 0"," 0",NA,"NA","NA",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,"NULL","FALSE",NA,NA,NA,NA,NA,NA,NA,"20.36","A-League","15.44","-4.92","/players/110639/jason-hoffman"
"1939","3978764","6454","Newcastle Jets","686053","FALSE","James","McGarry","https://images.fotmob.com/image_resources/playerimages/686053.png","/players/686053/","24","FALSE","85","NA","1","0","Defender","NA","NA","NA",NA,"#989898","FALSE","TRUE",NA,"purple","8008","#004078","6454","#005090"," 0","5",NA,NA,"NA","2",NA,NA,NA,NA,NA,NA,NA,NA," 5","0","0","1"," 0","NA",NA,NA," 0","NA"," 1",NA,NA,NA," 0","0/1 (0%)"," 0"," 0","TRUE","0.12","1",NA,NA,NA,NA,"0.48",NA,NA,NA,NA,NA,"NULL","FALSE",NA,NA,NA,NA,NA,NA,NA,"20.36","A-League","15.44","-4.92","/players/686053/james-mcgarry"
"1940","3978764","6454","Newcastle Jets","951242","FALSE","Daniel","Stynes","https://images.fotmob.com/image_resources/playerimages/951242.png","/players/951242/","18","FALSE","NA","NA","2","0","Midfielder","NA","NA","NA",NA,"#989898","FALSE","TRUE",NA,"purple","8008","#004078","6454","#005090"," 0","NA",NA,NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0"," 0","NA",NA,NA," 0","NA",NA,NA,NA,NA," 0"," 0"," 0"," 0",NA,"NA","NA",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,"NULL","FALSE",NA,NA,NA,NA,NA,NA,NA,"20.36","A-League","15.44","-4.92","/players/951242/daniel-stynes"
"1941","3978764","6454","Newcastle Jets","1313050","FALSE","Michael","Weier","https://images.fotmob.com/image_resources/playerimages/1313050.png","/players/1313050/","20","FALSE","NA","NA","0","0","Keeper","NA","NA","NA",NA,"#989898","FALSE","TRUE",NA,"purple","8008","#004078","6454","#005090","0","NA","0","0","0.26","NA","0","0","0","0","0","0","0","0","0","NA","NA","NA",NA,"NA",NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,"NULL","FALSE",NA,NA,NA,NA,NA,NA,NA,"20.36","A-League","15.44","-4.92","/players/1313050/michael-weier"
"1942","3978765","1079464","Western United","35365","FALSE","Jamie","Young","https://images.fotmob.com/image_resources/playerimages/35365.png","/players/35365/","1","TRUE","NA","NA","0","0","Keeper","NA","NA","NA","7.0","#1ec853","FALSE","TRUE",NA,"purple","1079464","#333333","8118","#fd5106","6.98","90","2","1","0.93","39","5/6 (83%)","1","1","0","1","4","0","9","46","NA","NA","NA",NA,"NA",NA,NA,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,"NULL","TRUE",NA,NA,NA,NA,NA,NA,NA,"16.1","A-League","18.62","2.52","/players/35365/jamie-young"
"1943","3978765","1079464","Western United","213835","FALSE","Joshua","Risdon","https://images.fotmob.com/image_resources/playerimages/213835.png","/players/213835/","19","TRUE","NA","NA","1","1","Defender","NA","NA","NA","8.7","#0e87e0","TRUE","TRUE",NA,"purple","1079464","#333333","8118","#fd5106","8.65","90",NA,NA,"NA","73","3/5 (60%)",NA,NA,NA,NA,NA,NA," 7","127","0","1","3"," 3","0.11","11","1/6 (17%)"," 3","11"," 2"," 1"," 3",NA,"13/20 (65%)","1/5 (20%)"," 1"," 1","TRUE","0.14","2","1/4 (25%)"," 1",NA,NA,"0.07",NA,NA,NA,NA,NA,"list(id = c(2494053641, 2494054179, 2494057507), eventType = c(""AttemptSaved"", ""AttemptSaved"", ""Miss""), teamId = c(1079464, 1079464, 1079464), playerId = c(213835, 213835, 213835), playerName = c(""Joshua Risdon"", ""Joshua Risdon"", ""Joshua Risdon""), x = c(94.4824561388, 95.3508786640393, 97.2807032260393), y = c(25.3603129410744, 33.3137488365173, 44.3510838670871), min = c(30, 34, 50), minAdded = c(NA, NA, NA), isBlocked = c(FALSE, TRUE, FALSE), isOnTarget = c(TRUE, TRUE, FALSE), blockedX = c(103.9568965518, 
103.1982758622, NA), blockedY = c(30.95, 31.63625, NA), goalCrossedY = c(33.085, 30.645, 42.1771875), goalCrossedZ = c(0.2439999988, 1.219999994, 1.1622105206), expectedGoals = c(0.0669053941965103, 0.053657554090023, 0.0151556758210063), expectedGoalsOnTarget = c(0.0661, NA, NA), shotType = c(""LeftFoot"", ""Header"", ""Header""), situation = c(""RegularPlay"", ""FromCorner"", ""FromCorner""), period = c(""FirstHalf"", ""FirstHalf"", ""SecondHalf""), isOwnGoal = c(FALSE, FALSE, FALSE), onGoalShot = list(x = c(1.24206349206349, 
1.88756613756614, 0), y = c(0.0645502642328042, 0.322751321164021, 0.142128393240341), zoomRatio = c(1, 1, 0.462261627240417)), teamColor = c(""#333333"", ""#333333"", ""#333333""))","TRUE",NA,NA,NA,NA,NA,NA,NA,"16.1","A-League","18.62","2.52","/players/213835/joshua-risdon"
"1944","3978765","1079464","Western United","430848","FALSE","Tomoki","Imai","https://images.fotmob.com/image_resources/playerimages/430848.png","/players/430848/","6","TRUE","NA","NA","1","1","Defender","NA","NA","NA","7.0","#1ec853","FALSE","TRUE",NA,"purple","1079464","#333333","8118","#fd5106","6.98","90",NA,NA,"NA","90","1/3 (33%)",NA,NA,NA,NA,NA,NA," 3","104","0","0","0"," 0","0.02"," 9",NA," 0","3"," 4"," 4"," 1"," 1","4/7 (57%)","3/4 (75%)"," 1"," 2",NA,"NA","NA",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,"list()","TRUE",NA,NA,NA,NA,NA,NA,NA,"16.1","A-League","18.62","2.52","/players/430848/tomoki-imai"
"1945","3978765","1079464","Western United","202663","FALSE","Léo","Lacroix","https://images.fotmob.com/image_resources/playerimages/202663.png","/players/202663/","4","TRUE","NA","NA","1","1","Defender","NA","NA","NA","6.9","#f08022","FALSE","TRUE",NA,"purple","1079464","#333333","8118","#fd5106","6.9","90",NA,NA,"NA","82","1/3 (33%)",NA,NA,NA,NA,NA,NA," 6","93","0","0","0"," 0","0.03"," 6",NA," 0","NA"," 6"," 3"," 1"," 1","0/1 (0%)"," 0"," 0"," 0",NA,"NA","NA",NA," 2",NA,NA,"NA",NA,NA,NA,NA,NA,"list()","TRUE",NA,NA,NA,NA,NA,NA,NA,"16.1","A-League","18.62","2.52","/players/202663/lo-lacroix"
"1946","3978765","1079464","Western United","396259","FALSE","Benjamin","Garuccio","https://images.fotmob.com/image_resources/playerimages/396259.png","/players/396259/","17","TRUE","NA","76","1","1","Defender","NA","NA","NA","6.2","#f08022","FALSE","TRUE",NA,"purple","1079464","#333333","8118","#fd5106","6.23","76",NA,NA,"NA","52","1/3 (33%)",NA,NA,NA,NA,NA,NA," 2","71","0","0","0"," 0","0.02"," 5","0/2 (0%)"," 2","NA"," 1"," 1",NA," 1","1/5 (20%)","1/1 (100%)"," 1"," 0",NA,"NA","NA","0/1 (0%)",NA,NA,NA,"NA",NA,NA,NA,NA,NA,"list()","TRUE",NA,NA,NA,NA,NA,NA,NA,"16.1","A-League","18.62","2.52","/players/396259/benjamin-garuccio"
"1947","3978765","1079464","Western United","839195","FALSE","Lachlan","Wales","https://images.fotmob.com/image_resources/playerimages/839195.png","/players/839195/","8","TRUE","NA","NA","3","3","Attacker","NA","NA","NA","7.0","#1ec853","FALSE","TRUE",NA,"purple","1079464","#333333","8118","#fd5106","7.04","90",NA,NA,"NA","49","1/2 (50%)",NA,NA,NA,NA,NA,NA," 7","74","0","0","2"," 1","0.09"," 2","1/7 (14%)"," 2","1"," 2"," 1",NA," 1","3/6 (50%)","2/4 (50%)"," 1"," 0","TRUE","0.2","1","1/1 (100%)",NA,NA,NA,"0.08",NA,NA,NA,NA," 1","list(id = c(2494050239, 2494053329), eventType = c(""AttemptSaved"", ""Miss""), teamId = c(1079464, 1079464), playerId = c(839195, 839195), playerName = c(""Lachlan Wales"", ""Lachlan Wales""), x = c(78.7684431662689, 102.913795997508), y = c(24.6298089222, 28.6230945957676), min = c(1, 27), minAdded = c(NA, NA), isBlocked = c(FALSE, FALSE), isOnTarget = c(TRUE, FALSE), blockedX = c(102.629310345, NA), blockedY = c(32.6275, NA), goalCrossedY = c(32.0175, 46.1026751555), goalCrossedZ = c(0.9759999952, 0.4430526294
), expectedGoals = c(0.0184995178133249, 0.179498821496964), expectedGoalsOnTarget = c(0.0826, NA), shotType = c(""RightFoot"", ""Header""), situation = c(""RegularPlay"", ""RegularPlay""), period = c(""FirstHalf"", ""FirstHalf""), isOwnGoal = c(FALSE, FALSE), onGoalShot = list(x = c(1.5244708994709, 0), y = c(0.258201056931217, 0.0366078262621679), zoomRatio = c(1, 0.312327642561091)), teamColor = c(""#333333"", ""#333333""))","TRUE",NA,NA,NA,NA,NA,NA,NA,"16.1","A-League","18.62","2.52","/players/839195/lachlan-wales"
"1948","3978765","1079464","Western United","23820","FALSE","Neil","Kilkenny","https://images.fotmob.com/image_resources/playerimages/23820.png","/players/23820/","88","TRUE","NA","NA","2","3","Midfielder","NA","NA","NA","7.4","#1ec853","FALSE","TRUE",NA,"purple","1079464","#333333","8118","#fd5106","7.36","90",NA,NA,"NA","81","4/7 (57%)",NA,NA,NA,NA,NA,NA," 9","94","0","0","0"," 2","0.1","22","2/8 (25%)"," 0","1",NA,NA,NA,NA,"1/1 (100%)"," 0"," 0"," 0",NA,"NA","NA",NA,NA," 4",NA,"NA",NA,NA,NA,NA,NA,"list()","TRUE",NA,NA,NA,NA,NA,NA,NA,"16.1","A-League","18.62","2.52","/players/23820/neil-kilkenny"
"1949","3978765","1079464","Western United","166020","FALSE","Tongo","Doumbia","https://images.fotmob.com/image_resources/playerimages/166020.png","/players/166020/","7","TRUE","NA","56","2","3","Midfielder","NA","NA","NA","6.7","#f08022","FALSE","TRUE",NA,"purple","1079464","#333333","8118","#fd5106","6.67","56",NA,NA,"NA","36",NA,NA,NA,NA,NA,NA,NA," 9","42","0","0","0"," 0","0.03"," 1","0/1 (0%)"," 0","NA"," 1"," 1"," 1",NA,"0/1 (0%)","0/1 (0%)"," 0"," 1",NA,"NA","NA",NA," 1",NA,NA,"NA",NA,NA,NA,NA,NA,"list()","TRUE",NA,NA,NA,NA,NA,NA,NA,"16.1","A-League","18.62","2.52","/players/166020/tongo-doumbia"
"1950","3978765","1079464","Western United","426142","FALSE","Connor","Pain","https://images.fotmob.com/image_resources/playerimages/426142.png","/players/426142/","11","TRUE","NA","46","3","3","Attacker","NA","NA","NA","6.0","#f08022","FALSE","TRUE",NA,"purple","1079464","#333333","8118","#fd5106","5.97","45",NA,NA,"NA","17","0/1 (0%)",NA,NA,NA,NA,NA,NA," 3","23","0","0","0"," 0","0.01",NA,"0/1 (0%)"," 1","2",NA,NA,NA,NA,"2/6 (33%)"," 0"," 0"," 1",NA,"NA","NA","0/2 (0%)",NA,NA,NA,"NA",NA,NA,NA,NA,NA,"list()","TRUE",NA,NA,NA,NA,NA,NA,NA,"16.1","A-League","18.62","2.52","/players/426142/connor-pain"
"1951","3978765","1079464","Western United","41475","FALSE","Alessandro","Diamanti","https://images.fotmob.com/image_resources/playerimages/41475.png","/players/41475/","23","TRUE","NA","56","2","4","Midfielder","NA","NA","NA","6.5","#f08022","FALSE","TRUE",NA,"purple","1079464","#333333","8118","#fd5106","6.47","56",NA,NA,"NA","25","0/1 (0%)",NA,NA,NA,NA,NA,NA," 3","33","0","0","0"," 1","0.03",NA,"1/5 (20%)"," 0","NA",NA,NA,NA,NA,"1/3 (33%)"," 0"," 1"," 1",NA,"NA","NA","0/1 (0%)",NA," 2",NA,"NA",NA,NA,NA,NA,NA,"NULL","TRUE",NA,NA,NA,NA,NA,NA,NA,"16.1","A-League","18.62","2.52","/players/41475/alessandro-diamanti"
"1952","3978765","1079464","Western United","124144","FALSE","Aleksandar","Prijovic","https://images.fotmob.com/image_resources/playerimages/124144.png","/players/124144/","99","TRUE","NA","NA","3","5","Attacker","NA","NA","1","7.5","#1ec853","FALSE","TRUE",NA,"purple","1079464","#333333","8118","#fd5106","7.47","90",NA,NA,"NA","13",NA,NA,NA,NA,NA,NA,NA," 2","19","1","0","1"," 1","0.1"," 1","1/1 (100%)"," 0","NA",NA,NA,NA,NA,"0/1 (0%)","0/3 (0%)"," 0"," 1","TRUE","0.18","1","0/1 (0%)",NA,NA,NA,"0.63",NA,NA,NA,NA,NA,"list(id = 2494060887, eventType = ""Goal"", teamId = 1079464, playerId = 124144, playerName = ""Aleksandar Prijovic"", x = 95.9298245603, y = 36.5925011634827, min = 78, minAdded = NA, isBlocked = FALSE, isOnTarget = TRUE, blockedX = NA, blockedY = NA, goalCrossedY = 36.97375, goalCrossedZ = 1.059473679, expectedGoals = 0.175268962979317, expectedGoalsOnTarget = 0.6307, shotType = ""Header"", situation = ""RegularPlay"", period = ""SecondHalf"", isOwnGoal = FALSE, onGoalShot = list(x = 0.21329365079365, y = 0.280284042063492, 
    zoomRatio = 1), teamColor = ""#333333"")","TRUE",NA,NA,NA,NA,NA,NA,NA,"16.1","A-League","18.62","2.52","/players/124144/aleksandar-prijovic"
"1953","3978765","8118","Brisbane Roar","971570","FALSE","Carlo","Armiento","https://images.fotmob.com/image_resources/playerimages/971570.png","/players/971570/","17","FALSE","NA","69","1","5","Defender","NA","NA","1","7.2","#1ec853","FALSE","TRUE",NA,"purple","1079464","#333333","8118","#fd5106","7.24","69",NA,NA,"NA","19","0/1 (0%)",NA,NA,NA,NA,NA,NA," 5","40","1","0","4"," 0","0.01"," 5","1/6 (17%)"," 3","2",NA,NA," 1",NA,"2/9 (22%)"," 0"," 0"," 2","TRUE","0.25","1","0/3 (0%)",NA," 2"," 1","0.46",NA," 1",NA,NA,NA,"list(id = c(2494050989, 2494052243, 2494053471, 2494055845), eventType = c(""Miss"", ""AttemptSaved"", ""Goal"", ""Miss""), teamId = c(8118, 8118, 8118, 8118), playerId = c(971570, 971570, 971570, 971570), playerName = c(""Carlo Armiento"", ""Carlo Armiento"", ""Carlo Armiento"", ""Carlo Armiento""), x = c(84.3995111262689, 86.0308790762482, 93.4000015258789, 78.9936910400656), y = c(48.8351613713743, 22.1075169964871, 41.0578577842324, 49.5357983143743), min = c(6, 17, 28, 45), minAdded = c(NA, NA, NA, 2), isBlocked = c(FALSE, 
TRUE, FALSE, FALSE), isOnTarget = c(FALSE, TRUE, TRUE, FALSE), blockedX = c(100.732758621, 94.0964912264, NA, NA), blockedY = c(32.78, 27.194285714, NA, NA), goalCrossedY = c(25.418125, 35.29625, 31.33125, 27.110238095), goalCrossedZ = c(0.7127368386, 1.219999994, 1.5025263084, 2.0483157794), expectedGoals = c(0.0230295807123184, 0.0799723267555237, 0.126309186220169, 0.0230045337229967), expectedGoalsOnTarget = c(NA, NA, 0.4603, NA), shotType = c(""LeftFoot"", ""LeftFoot"", ""RightFoot"", ""LeftFoot""), 
    situation = c(""RegularPlay"", ""FreeKick"", ""RegularPlay"", ""RegularPlay""), period = c(""FirstHalf"", ""FirstHalf"", ""FirstHalf"", ""FirstHalf""), isOwnGoal = c(FALSE, FALSE, FALSE, FALSE), onGoalShot = list(x = c(2, 0.657076719576718, 1.70601851851852, 2), y = c(0.0830514122613066, 0.322751321164021, 0.397493732380952, 0.297298485440187), zoomRatio = c(0.440463185492681, 1, 1, 0.548640149270877)), teamColor = c(""#fd5106"", ""#fd5106"", ""#fd5106"", ""#fd5106""))","TRUE",NA,NA,NA,NA,NA,NA,NA,"18.62","A-League","16.1","-2.52","/players/971570/carlo-armiento"
"1954","3978765","8118","Brisbane Roar","799052","FALSE","Nikola","Mileusnic","https://images.fotmob.com/image_resources/playerimages/799052.png","/players/799052/","10","FALSE","NA","56","2","5","Midfielder","NA","NA","NA","6.9","#f08022","FALSE","TRUE",NA,"purple","1079464","#333333","8118","#fd5106","6.86","56",NA,NA,"NA","21","1/1 (100%)",NA,NA,NA,NA,NA,NA," 3","29","0","0","0"," 1","0.01"," 3",NA," 0","NA",NA,NA,NA,NA,"3/4 (75%)","1/1 (100%)"," 2"," 0",NA,"NA","NA","1/2 (50%)",NA,NA,NA,"NA",NA," 1",NA,NA,NA,"list()","TRUE",NA,NA,NA,NA,NA,NA,NA,"18.62","A-League","16.1","-2.52","/players/799052/nikola-mileusnic"
"1955","3978765","8118","Brisbane Roar","1312753","FALSE","Henry","Hore","https://images.fotmob.com/image_resources/playerimages/1312753.png","/players/1312753/","13","FALSE","NA","56","2","5","Midfielder","NA","NA","NA","8.0","#1ec853","FALSE","TRUE",NA,"purple","1079464","#333333","8118","#fd5106","8.01","56",NA,NA,"NA","24","1/2 (50%)",NA,NA,NA,NA,NA,NA," 4","30","0","1","0"," 1","0.05"," 1",NA," 0","2",NA,NA,NA,NA,"3/4 (75%)","0/1 (0%)"," 0"," 1",NA,"NA","NA","1/1 (100%)"," 1",NA,NA,"NA",NA,NA,NA," 1",NA,"list()","TRUE",NA,NA,NA,NA,NA,NA,NA,"18.62","A-League","16.1","-2.52","/players/1312753/henry-hore"
"1956","3978765","8118","Brisbane Roar","1101031","FALSE","Jordan","Courtney-Perkins","https://images.fotmob.com/image_resources/playerimages/1101031.png","/players/1101031/","3","FALSE","NA","NA","1","3","Defender","NA","NA","NA","7.4","#1ec853","FALSE","TRUE",NA,"purple","1079464","#333333","8118","#fd5106","7.39","90",NA,NA,"NA","40","0/3 (0%)",NA,NA,NA,NA,NA,NA," 4","71","0","0","1"," 1","0.02"," 6","0/2 (0%)"," 1","5"," 2"," 1"," 3",NA,"6/9 (67%)","2/3 (67%)"," 1"," 1","TRUE","0.02","1","0/1 (0%)",NA,NA,NA,"0.34",NA,NA,NA,NA,NA,"list(id = 2494062843, eventType = ""AttemptSaved"", teamId = 8118, playerId = 1101031, playerName = ""Jordan Courtney-Perkins"", x = 78.6558235255344, y = 47.9943938325129, min = 90, minAdded = 2, isBlocked = FALSE, isOnTarget = TRUE, blockedX = 103.103448276, blockedY = 34.305, goalCrossedY = 31.1025, goalCrossedZ = 1.0979999946, expectedGoals = 0.0211391896009445, expectedGoalsOnTarget = 0.3365, shotType = ""LeftFoot"", situation = ""RegularPlay"", period = ""SecondHalf"", isOwnGoal = FALSE, onGoalShot = list(
    x = 1.76653439153439, y = 0.290476189047619, zoomRatio = 1), teamColor = ""#fd5106"")","TRUE",NA,NA,NA,NA,NA,NA,NA,"18.62","A-League","16.1","-2.52","/players/1101031/jordan-courtney-perkins"
"1957","3978765","8118","Brisbane Roar","1101030","FALSE","Kai","Trewin","https://images.fotmob.com/image_resources/playerimages/1101030.png","/players/1101030/","27","FALSE","NA","NA","1","3","Defender","NA","NA","NA","7.8","#1ec853","FALSE","TRUE",NA,"purple","1079464","#333333","8118","#fd5106","7.84","90",NA,NA,"NA","67","5/8 (63%)",NA,NA,NA,NA,NA,NA,"12","84","0","0","0"," 0","0.02"," 8",NA," 0","4"," 3"," 2"," 3"," 2","4/7 (57%)","1/1 (100%)"," 0"," 1",NA,"NA","NA",NA,NA,NA,NA,"NA",NA,NA,NA,NA,NA,"list()","TRUE",NA,NA,NA,NA,NA,NA,NA,"18.62","A-League","16.1","-2.52","/players/1101030/kai-trewin"
"1958","3978765","8118","Brisbane Roar","75688","FALSE","Jay","O'Shea","https://images.fotmob.com/image_resources/playerimages/75688.png","/players/75688/","26","FALSE","NA","NA","2","3","Midfielder","NA","NA","NA","7.7","#1ec853","FALSE","TRUE",NA,"purple","1079464","#333333","8118","#fd5106","7.66","90",NA,NA,"NA","92","7/11 (64%)",NA,NA,NA,NA,NA,NA," 7","113","0","0","1"," 6","0.22","18","5/9 (56%)"," 1","NA",NA,NA," 2",NA,"1/5 (20%)","0/1 (0%)"," 1"," 0","TRUE","0.02","NA","0/3 (0%)",NA," 6"," 1","NA",NA,NA,NA,NA,NA,"list(id = 2494060227, eventType = ""AttemptSaved"", teamId = 8118, playerId = 75688, playerName = ""Jay O'Shea"", x = 79.5567978360656, y = 37.2787494182587, min = 74, minAdded = NA, isBlocked = TRUE, isOnTarget = TRUE, blockedX = 83.4985436896, blockedY = 37.05, goalCrossedY = 35.44875, goalCrossedZ = 1.219999994, expectedGoals = 0.0229550618678331, expectedGoalsOnTarget = NA, shotType = ""RightFoot"", situation = ""RegularPlay"", period = ""SecondHalf"", isOwnGoal = FALSE, onGoalShot = list(x = 0.616732804232803, 
    y = 0.322751321164021, zoomRatio = 1), teamColor = ""#fd5106"")","TRUE",NA,NA,NA,NA,NA,NA,NA,"18.62","A-League","16.1","-2.52","/players/75688/jay-oshea"
"1959","3978765","8118","Brisbane Roar","697439","FALSE","Joseph","Knowles","https://images.fotmob.com/image_resources/playerimages/697439.png","/players/697439/","28","FALSE","NA","83","2","3","Midfielder","NA","NA","NA","6.9","#1ec853","FALSE","TRUE",NA,"purple","1079464","#333333","8118","#fd5106","6.92","83",NA,NA,"NA","33","1/3 (33%)",NA,NA,NA,NA,NA,NA," 5","45","0","0","1"," 0","NA"," 3","0/2 (0%)"," 0","1"," 3"," 3",NA,NA,"2/2 (100%)","2/3 (67%)"," 0"," 0","TRUE","0.06","0","1/1 (100%)",NA,NA,NA,"NA",NA," 2",NA,NA,NA,"list(id = 2494058557, eventType = ""Miss"", teamId = 8118, playerId = 697439, playerName = ""Joseph Knowles"", x = 95.6403479313214, y = 22.7380886415564, min = 60, minAdded = NA, isBlocked = FALSE, isOnTarget = FALSE, blockedX = NA, blockedY = NA, goalCrossedY = 34.22875, goalCrossedZ = 6.1488275976, expectedGoals = 0.0589245073497295, expectedGoalsOnTarget = NA, shotType = ""RightFoot"", situation = ""RegularPlay"", period = ""SecondHalf"", isOwnGoal = FALSE, onGoalShot = list(x = 0.97480484979265, y = 0.677248677248677, 
    zoomRatio = 0.416339531295237), teamColor = ""#fd5106"")","TRUE",NA,NA,NA,NA,NA,NA,NA,"18.62","A-League","16.1","-2.52","/players/697439/joseph-knowles"
"1960","3978765","8118","Brisbane Roar","306628","FALSE","Connor","Chapman","https://images.fotmob.com/image_resources/playerimages/306628.png","/players/306628/","6","FALSE","NA","NA","1","1","Defender","NA","NA","NA","7.5","#1ec853","FALSE","TRUE",NA,"purple","1079464","#333333","8118","#fd5106","7.48","90",NA,NA,"NA","48","4/7 (57%)",NA,NA,NA,NA,NA,NA," 5","63","0","0","1"," 0","0.02"," 4",NA," 0","2"," 7"," 2"," 1",NA,"2/3 (67%)","3/4 (75%)"," 0"," 1","TRUE","0.02","1",NA," 1",NA,NA,"0.14",NA," 1",NA,NA,NA,"list(id = 2494051517, eventType = ""AttemptSaved"", teamId = 8118, playerId = 306628, playerName = ""Connor Chapman"", x = 92.5, y = 39.8811898357676, min = 10, minAdded = NA, isBlocked = FALSE, isOnTarget = TRUE, blockedX = 103.1982758622, blockedY = 36.36375, goalCrossedY = 36.51625, goalCrossedZ = 0.9374736796, expectedGoals = 0.0203562211245298, expectedGoalsOnTarget = 0.1362, shotType = ""Header"", situation = ""SetPiece"", period = ""FirstHalf"", isOwnGoal = FALSE, onGoalShot = list(x = 0.334325396825397, 
    y = 0.24800890994709, zoomRatio = 1), teamColor = ""#fd5106"")","TRUE",NA,NA,NA,NA,NA,NA,NA,"18.62","A-League","16.1","-2.52","/players/306628/connor-chapman"
"1961","3978765","8118","Brisbane Roar","184449","FALSE","Tom","Aldred","https://images.fotmob.com/image_resources/playerimages/184449.png","/players/184449/","5","FALSE","NA","NA","1","1","Defender","NA","NA","NA","6.8","#f08022","FALSE","TRUE",NA,"purple","1079464","#333333","8118","#fd5106","6.82","90",NA,NA,"NA","30","2/4 (50%)",NA,NA,NA,NA,NA,NA," 4","46","0","0","2"," 0","NA",NA,NA," 1","1"," 2"," 2"," 1",NA,"2/3 (67%)","2/3 (67%)"," 2"," 0","TRUE","0.21","0",NA," 1",NA," 1","NA",NA,NA,NA,NA,NA,"list(id = c(2494052325, 2494063125), eventType = c(""AttemptSaved"", ""Miss""), teamId = c(8118, 8118), playerId = c(184449, 184449), playerName = c(""Tom Aldred"", ""Tom Aldred""), x = c(101.586208343754, 97.8596491223), y = c(26.2275004410744, 30.3400005817413), min = c(19, 90), minAdded = c(NA, 4), isBlocked = c(TRUE, FALSE), isOnTarget = c(TRUE, FALSE), blockedX = c(103.6724137932, NA), blockedY = c(30.41625, NA), goalCrossedY = c(35.22, 36.51625), goalCrossedZ = c(0.9824210478, 6.2704827704), expectedGoals = c(0.0637695342302322, 
0.147950232028961), expectedGoalsOnTarget = c(NA, NA), shotType = c(""Header"", ""LeftFoot""), situation = c(""FromCorner"", ""FromCorner""), period = c(""FirstHalf"", ""SecondHalf""), isOwnGoal = c(FALSE, FALSE), onGoalShot = list(x = c(0.677248677248676, 0.728230337834375), y = c(0.259899748095238, 0.677248677248677), zoomRatio = c(1, 0.408262026025262)), teamColor = c(""#fd5106"", ""#fd5106""))","TRUE",NA,NA,NA,NA,NA,NA,NA,"18.62","A-League","16.1","-2.52","/players/184449/tom-aldred"
